Unnamed: 0,0,1,2,3,4,5,6,7
2776,6.2,No tiene datos,Carlo Mossy,"Carlo Mossy, Luiz César Rangel","An idealistic jurist realizes, after his family is murdered in a massacre, that everything he used to stand for no longer means anything. As the only survivor, he decides to take justice into his own hands.",135,Ódio,tt5471216
2777,5.3,No tiene datos,Joan Frank Charansonnet,Joan Frank Charansonnet,"La leyenda popular épica de Otger de Cataló y los 9 barones de fama, sobre el orígen legendario de Cataluña.",112,Pàtria,tt5471588
2778,7.2,No tiene datos,Tim O'Donnell,Mana Afshar,Hollywood collides with a group of veterans who are tired of the typical PTSD and valor-portrayed movies and decide to make an original dark humor zombie apocalypse film all on their own.,90,Not a War Story,tt5472614
2779,4.2,No tiene datos,Stefan Olsen,Mads Erichsen,"At last, Michael is getting his life back on track when his elder brother Johnny shows up unexpectedly. Johnny owes money to some people who resort to extreme measures whenever a debt is to be collected. Michael does not wish to participate in any of this; however, when he can sense Johnnys desperation, he reluctantly agrees to help him. Nonetheless, you never acquire... Leer todo",No tiene datos,Gælden,tt5473806
2780,6.5,No tiene datos,Josh Collins,"Josh Collins, Steven G. Michael","Kitten calls her son Beau when her GILF bordello is robbed by a grotesque burlesque gang. A full- throttle, rock n rollin' feast of camp destruction and dangerous dance numbers ensues.",90,Fags in the Fast Lane,tt5489156
2781,7.1,No tiene datos,Nadeem Cheema,Nadeem Cheema,"The Film is based around actual events which involved Chottu Gang of Rajanpur, Kacha area of Southern Punjab, Pakistan. Where the gang brought terror on the land and the people living there, a group of police force have been sent there to put a stop to the Chottu Gang although this would not be a solid operation, it would be a bloody dog war fight for the strong.",No tiene datos,Geo Sar Utha Kay,tt5491752
2782,5.9,No tiene datos,Aleksey Shaparev,Ivan Timshyn,Film tells an exciting story of a confrontation between talented boxer and criminal patrons of mixed fights MMA.,95,Pravilo boya,tt5511146
2783,6.3,26,David Ayer,Max Landis,Un detective debe colaborar con un orco para encontrar una poderosa varita antes que unas malvadas criaturas.,117,Bright,tt5519340
2784,3.7,No tiene datos,Lom Harsh,Lom Harsh,"Yeh Hai India, follows the story of a 25 years old NRI, who is born and brought up in UK. He shares the same stereotypical views about India that most NRIs have and how his perception changes.",128,Yeh Hai India,tt5525846
2785,2.2,No tiene datos,Sahir Lodhi,"Sahir Lodhi, Shahid Naqvi",Samir is jobless brother of an honorable police officer. Soon his life takes a turn and Samir becomes the criminal to abolish baddies of the society. Raasta is about what happens next with Samir.,120,Raasta,tt5535522
2786,5.5,67,Adam Green,Adam Green,"Diez años después de los eventos ocurridos en la primera entrega, un grupo de cineastas amateur accidentalmente revive a Victor Crowley, quien cobrará las vidas de quienes deambulen por el pantano.",83,Victor Crowley,tt5534434
2787,7.6,No tiene datos,Dipankar Dipon,Sunny Sanwar,An anonymous criminal gang plot a series attack in Dhaka City and three young police officers work on this.,147,Dhaka Attack,tt5534436
2788,4.7,17,Dinesh Vijan,Siddharth-Garima,"An inseparable couple Saira and Shiva find themselves in a complicated situation when a stranger claims to be her reincarnated lover from their previous lifetime, hellbent on destroying their relationship and winning her back.",147,Raabta,tt5542802
2789,7.3,No tiene datos,Tomohiko Itô,Reki Kawahara,"Kirito uncovers a conspiracy within Ordinal Scale, a popular AR game developed for a new system called The Augma.",119,Sword Art Online: La película - Ordinal Scale,tt5544384
2790,6.3,No tiene datos,Nabil Ben Yadir,"Nabil Ben Yadir, Laurent Brandenbourger, Michel Sabbe","Dode Hoek (Blind Spot) is the story of Jan Verbeeck, the uncompromising commissioner of the Antwerp drug squad. Known as Mr. Zero Tolerance, he is hugely popular with the people and the media. The country is thrown into commotion when he announces that he is leaving the police force just before the elections to join the extreme right party, VPV. On his last day as a p... Leer todo",105,Blind Spot,tt5546540
2791,3.4,No tiene datos,Jack Burton,"Philip Dyas, Alastar Kirton","During a wild night of debauchery, a gang of vengeful women plot to massacre a monastery full of corrupt monks who sold their loved ones as slaves. Their plan comes unstuck when a gang of marauding Vikings arrive with an army of vicious, tree-like demons on their tail..",119,Viking Siege,tt5555824
2792,8.1,No tiene datos,Lokesh Kanagaraj,Lokesh Kanagaraj,Cuatro jóvenes llegan a una gran ciudad y sus vidas se entrelazan.,137,Maanagaram,tt5559528
2793,5.2,No tiene datos,John Paul Ceramello,"Bella Di, Martini, Natalie Peri, Eddie Rivera","Join us in this action packed drama.Where you'll engage in the struggles and life in the streets. You will see how the story unfolds when a young man is determined to fight his way out of the streets. There is a lot of Hardship,Deception and Betrayal.Will this young man succeed in life or will the streets claim victory. This is a film of controversy.",75,The Streetz,tt5565806
2794,6.2,43,Richard Lin,Andreas Heckmann,"""Chinese superstar who goes to Germany for a red carpet event and falls into a conspiracy. She then meets a Korean Interpol agent and begins an intense rescue and escape operation.""",No tiene datos,Out of Control,tt5567494
2795,4.0,3,Steven C. Miller,Jason Mosberg,Un mafioso del sur intenta rescatar a su hermano secuestrado.,92,Arsenal,tt5580536
2796,6.5,No tiene datos,Stefan Ruzowitzky,Martin Ambrosch,"A vicious serial killer is targeting prostitutes in Vienna, Austria. A tough young woman from Turkey who works as a taxi driver witnesses one of the murders and becomes a target. The police are of no help, so she must stop him herself.",92,Die Hölle,tt5584732
2797,3.8,No tiene datos,Mark Newton,Christian Hokenson,"Lonnie, a crop duster pilot, must lead a mismatched group of survivors to escape the deadly zombie horde after an experimental chemical, intended to control the invasive kudzu vine, transforms the citizens of Charleston, MS into zombies.",83,Attack of the Southern Fried Zombies,tt5594444
2798,5.3,28,Fumihiko Sori,Hiromu Arakawa,Dos hermanos alquimistas buscan la Piedra Filosofal después de que su primer intento de revivir a su madre saliera terriblemente mal.,135,Fullmetal Alchemist,tt5607028
2799,6.7,No tiene datos,Kim Sung-hoon,Inkyun Lee,"Cuando una organización criminal de Corea del Norte cruza la frontera y entra en territorio surcoreano, un detective surcoreano debe cooperar con un detective norcoreano para investigar su paradero.",124,Gongjo,tt5606538
2800,6.4,No tiene datos,Michael Mason,"Michael Mason, James Jensen Read",No tiene argumento,No tiene datos,Mission Apocalypse: Part 2,tt5608182
2801,6.2,No tiene datos,George Aguilar,Raj Nidimoru,"Gaurav, a simple hard working guy for a white collar job visits Mumbai for a meeting where his doppelganger is about to bring chaos in his life.",145,A Gentleman,tt5613834
2802,5.3,No tiene datos,Patrik Syversen,Patrick Read Johnson,"A dragon known as Drago tries to end the rivalry between a brother and sister, both having dragon-like powers, who are after the throne of their grandfather, while a new threat steals Drago's source of power.",98,Dragonheart 4 Corazón de fuego,tt5610626
2803,No tiene datos,No tiene datos,Richard Harlost,Richard Harlost,No tiene argumento,No tiene datos,Shadow of the Gun,tt5620990
2804,No tiene datos,43,Melissa Pastrana,Melissa Pastrana,No tiene argumento,No tiene datos,The Juggler,tt5618854
2805,5.3,100,Dante,James Nasimi,"Seven year-old old twin brothers, separated during the Civil War in Tajikistan, face each other years later in a new war where one is an American soldier and the other is Taliban.",97,Unfallen,tt5632272
2806,7.0,57,Kaysey Strong,Kaysey Strong,"After serving 10 years in prison, Angel Diaz re-enters society and tries to reconnect with his Daughter Gina who was 7 years old when her father was locked up for dealing drugs.",89,Convicted,tt5634442
2807,7.6,No tiene datos,Fernando Baez Mella,"Enrique Mencía, Rocío Priano",A delivery boy from a grocery store gets the dream opportunity of participating in his favorite reality show.,103,Misión Estrella,tt5640128
2808,7.0,No tiene datos,Márk Kostyál,Balázs Lengyel,"Muggy heat, small-town bleakness, unspoken social problems, hierarchy fights. This is Tuzko town, somewhere in Hungary, nowadays. Here comes Misi who inherits his grandfather's house and his property. Misi is a disillusioned, frustrated, constantly refugee young man. He can't find his role in his life, his job and relationship. He starts to build and renovate the hous... Leer todo",126,Kojot,tt5641832
2809,6.9,No tiene datos,Han Jae-rim,Han Jae-rim,"The story of a young prosecutor who rises swiftly to power, but tumbles even quicker.",134,Deoking,tt5644740
2810,4.4,No tiene datos,Charles Martin,Kevin Bernhardt,"Un agente de seguridad privado fracasado tiene que escoltar una valiosa antigüedad china fuera de Shanghái, pero es emboscado en el camino.",95,The Shanghai Job,tt5648036
2811,5.6,No tiene datos,Sean Johnson,"Patrick Johnson, Sean Johnson, Douglas Weiss",An operative with the CIA and a new recruit finds himself in a larger situation than he realizes after his mission goes awry.,No tiene datos,The Dead Don't Care for Vengeance,tt5646616
2812,7.4,No tiene datos,Nico Edwards,Nico Edwards,"The story of a small group of modern seafaring gypsies, following them as they strike out across the largest expanse of uninhabited geography on earth, in search of adventure, awe and whatever else lies at the far side of the world.",77,Sea Gypsies: The Far Side of the World,tt5656006
2813,6.5,92,Chris Baugh,Chris Baugh,"Un granjero irlandés de mediana edad, que todavía vive en casa con su madre, emprende una misión de venganza cuando esta es asesinada.",99,Bad Day for the Cut,tt5653514
2814,7.1,90,S. Craig Zahler,S. Craig Zahler,"Un ex boxeador transformado en narcotraficante, aterriza en un campo de batalla de la prisión después de que un trato se vuelve mortal.",132,Brawl in Cell Block 99,tt5657856
2815,4.5,No tiene datos,Ümit Degirmenci,"Ümit Degirmenci, Yilmaz Gungor","Umut Güneri is one who deals with trade. They have concentrated on drinking alcohol in the past with his Russian partner Sergey Krilenkov. Due to the introduction of mixed drink with drugs by Sergey Krilenkov Turkey market in Turkey, 25,000 people lost their lives. For this reason, Umut Güneri and Sergey Krilenkov's partnership was completed by Umut Güneri.",52,Zor Oyun: Kapanmayan Hesap,tt10322734
2816,5.7,No tiene datos,Guohan Hu,Runze Wang,No tiene argumento,95,Ji yao zhuan,tt10353736
2817,No tiene datos,No tiene datos,Aaron Gregson,Anthony Diblasi,No tiene datos,No tiene datos,Wolverine Chronicles,tt10359848
2818,No tiene datos,No tiene datos,Matthew Stalletti,Matthew Stalletti,"Average teenage superhero, Bumbleboy, spends his days stopping crime and helping cats down from trees. A mysterious group of men with mysterious looking tech send Bumbleboy on a quest to prove that he is more than just kid. As things unravel, Bumbleboy realizes that it's not so easy to juggle life while trying to be a hero. Will he learn what it means to be a ""true"" h... Leer todo",No tiene datos,Bumbleboy,tt10379122
2819,6.8,No tiene datos,Duy Joseph,"Le Ha Anh, Graham Bui, Ngoc Thanh Tam",No tiene argumento,99,Truong Hoc Ba Vuong,tt10384130
2820,8.7,No tiene datos,Aww Ratha,Lwin Min Ant,A young couple must overcome a bitter grudge or be consumed by hate when the souls of their tormentors are reincarnated in their newborn twins.,132,Clinging with Hate,tt10450770
2821,6.3,No tiene datos,Joon-Hyeong Heo,Joon-Hyeong Heo,"In this Korean action comedy, seven people including a cop, a killer, gangsters and a delivery man all try to get their hands on a gun and a golf bag filled with cash.",101,Meo-ni-baek,tt10452996
2822,5.9,No tiene datos,Davaajargal Tserenchimed,"O. Erdene, Sumya Sonomdeleg","The ruffles king forbids music for his kingdom and gets cursed for it. The king's right hand secretly wishes to take the throne and tries to kill the king, but the cursed king just would not die. Later when the king's right hand figures out how to kill the king and takes over the kingdom. The left-for-dead king gets local's support whom secretly kept practicing the ar... Leer todo",158,The Legend of Gobi,tt10462646
2823,No tiene datos,No tiene datos,Promise Shoyenka,No tiene datos,No tiene datos,63,The Imposible Mission,tt10465998
2824,No tiene datos,No tiene datos,Rajesh Fernandes,Severino Fernandes,No tiene argumento,No tiene datos,Planning Devachem,tt10467754
2825,No tiene datos,No tiene datos,Yuehui Chen,Xiaodan Zhang,"The Doctor of Evil activated the time-space portal to cause time-space changes in various parts of the world. Human beings are ready to fight the invasion of alien monsters. The communication system of the X-Force sub-base in Kuala Lumpur, Malaysia was invaded by mysterious saboteurs. Bai Lu was assigned to Kuala Lumpur to carry out a reconnaissance mission. Lu sudden... Leer todo",96,Guang ying zhi zhan,tt10467288
